feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,inadimplente
2.874086637122736,-1.3248166784555515,-1.2405935848407343,-0.7947575292963811,2.348273394249739,-0.8636455165922801,1.6867880299317939,-1.1715044081696178,0.8347497226433022,4.666419738753185,0
1.1440832008749031,0.27486052733793187,-0.2760110617164809,-0.5534047158825621,1.3770424357410427,3.5283843304028344,3.335929992013709,-0.3515368762486047,-0.7061286121861053,-0.28397928629236724,0
1.507572222949951,1.8626615114681657,-0.5859059606811758,0.2637804047028425,0.9553485871315821,0.4491605334454494,1.9845328205024844,0.6200799984463362,0.43566456645700186,-0.9327059387466292,0
0.05739667974977314,0.29963165994160845,0.1350531658122264,-0.38017837985858194,0.45354938496111086,1.347717961402214,0.9575899947557304,-0.6713242302684823,-0.3390783736268482,-0.3657569186340944,0
0.6576751471291906,0.3783872346243998,-0.44719939306998346,-1.959879632401889,0.8187924800778259,0.2746204129906882,-0.5586939899278763,-1.6516095967182838,-1.015628254718246,1.8745353837796723,0
-1.973811735325536,1.8212718235371406,0.7779723634666434,-4.258034389016135,-0.5488800499220152,3.020043091893289,-2.7923073238866682,-3.0711509878990277,-0.3962103422811035,-0.6191490689809693,0
-2.8160419761693127,-2.5516836554201685,-1.7553545693201642,-2.474384348162695,0.39981836039255336,0.11056386090765147,-2.804318440900321,1.2082690915880543,-0.2962491987642396,2.991811926844743,0
1.4043878137815926,0.9327875391509697,-1.390894131258771,-0.44819377008118755,0.7677416189631774,0.8272616249193496,1.3301396263941596,0.27491271078750706,0.9815328752991211,0.2055334391415765,0
0.12807851869591746,-0.5718563182484365,0.6659488378340656,0.39682734875367154,2.5552854364882,1.8801912962497815,3.806139564011319,-1.5532832525269797,1.6087138830488947,0.31473410391352263,0
2.797512827746049,1.5390642826891177,0.5481263287272902,0.09196735212241158,-0.951686484207784,-0.3088056313052254,0.03432833154493608,-0.2330969210371493,-0.137963098743159,-0.1683523503327645,1
-1.7244673093288125,-1.4569492828612478,-0.11723958943602521,-0.1774660899823277,2.4338909700590117,0.8708462247349419,1.91720020508393,0.5925337195872442,-1.651281423623733,1.031294537526612,0
2.7157347555861593,-0.9484360632506252,0.9956590114287024,-0.611606772989485,1.644167328088583,-0.498679260746999,1.4198045498240262,0.6075656271213766,-0.11569648291566763,3.6586835135437603,0
3.3512170687868927,0.6754245497099505,-0.5996636543589989,0.24152790166734583,-1.0299482557753012,-0.47450197266374605,0.09976237846731703,-0.3427065536132635,-0.013332847036461887,0.8139074560419132,1
2.148308024812205,1.0041737246043558,0.6772085213501834,0.3567238368811534,1.4685205144487579,-0.07344443515540688,2.337235409809583,-2.0796332822470394,0.6098290776634929,0.5256557922281827,0
-0.4761381774579194,-1.8615238566514885,0.10653496705378047,-0.5886411367819857,2.7898534011182408,2.3245963505498928,3.1488669121371142,-1.7290991774320505,-0.44721781472885597,1.867301141646938,0
-2.5332025076823177,-3.0787026273385747,1.3002489442520417,-0.6621782174714013,3.6421011283393914,1.6361211578566612,2.6784936674415625,-0.63057816231632,-2.158341916889131,2.5536509173656308,0
3.399132780870246,1.5538358543091877,-0.4162102138395885,0.7829688891633998,-1.4279658815505076,0.2285660411012368,0.7325877200417775,1.786597023926696,-1.268691976843173,-0.8810575681989757,1
-0.010728045298500244,-0.3164417801503875,-1.3646486738693806,0.46638088910928555,2.203783877164925,1.1162466695459408,3.0507543970383586,-0.1341253790451568,1.4795272035185179,0.17749237899925674,0
-0.22657110409169579,0.11349312171320036,-0.4531829756295582,-2.33003222059127,-0.14403685227846608,0.4671612094848737,-1.9238176664942277,-1.5347873290951395,0.3854697750335259,1.5093154840427976,0
2.44736068141344,0.7046457296938383,1.0547778142766568,0.3456431095525474,2.190484683140876,0.9527725082556102,3.686535234337751,-0.7394144316026904,1.4512546569546128,0.7534779863244101,0
0.7185984668173226,2.0822419951236837,-1.296833847167973,-0.4625894846367561,0.5041096705281842,0.5566448769625565,0.7834323672985567,1.5790894560712077,0.22525845349509843,-1.1421896197626074,0
-2.6123135820318,-0.8002189814935528,-0.3020310227827632,-0.8498595733444204,-0.08813762536363012,-1.457755623124529,-2.6111669995403592,0.9909581870356614,0.711045304397363,0.6934349414918033,0
