num__id_transacao,num__id_usuario,num__valor_transacao,num__saldo_conta_antes,num__saldo_conta_depois,num__score_fraude,num__horario_transacao,num__renda_mensal,num__renda_anual,num__motivo_recusa_missing_flag,num__month,num__day,num__hour,num__weekday,num__hour_sin,num__hour_cos,num__weekday_sin,num__impacto_transacao,cat__tipo_conta_investimento,cat__tipo_conta_poupanca,cat__dispositivo_transacao_terminal_pos,cat__canal_transacao_online,cat__status_transacao_pendente,cat__status_transacao_rejeitada,cat__motivo_recusa_Saldo Insuficiente,flag_fraude
-1.7320161759086277,-1.1677036055983354,-0.927109740821541,1.2850931541660089,1.2668185513189618,0.39323058863134336,-0.9360766589168036,1.3447627409857863,1.344762740986302,0.7687578554662761,1.3090427282199524,0.7129426589633938,-0.9360766589168036,-0.5026715565760485,1.365034685199606,0.37432022154005445,1.38198580526458,1.4949890036257436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
-1.7319468938753118,-0.1613429481143368,1.5906725835783528,0.8809376540529652,-0.21565256480650175,1.7524113825024559,0.8025677467440175,-0.06174083784655304,-0.06174083784720404,-1.300799715917658,0.7209670362728635,-0.19745981828015113,0.8025677467440175,-0.00459613584308902,-1.3659565335277315,-0.358011889239122,0.6224099812630925,-0.14372528293586917,1.0,0.0,0.0,1.0,0.0,1.0,1.0,False
-1.731877611841996,1.0633297420152128,0.22014463380750834,1.5023864560526208,1.7669728517092314,1.7524113825024559,-0.2092089859103793,1.462619876562741,1.4626198765634504,0.7687578554662761,1.0145475875014325,-1.6743961394318747,-0.2092089859103793,1.4955931277903716,0.7074222290710003,-1.2215975037551319,-1.0999549494740426,1.5156440073142234,0.0,1.0,0.0,0.0,1.0,0.0,1.0,True
-1.73180832980868,-1.4291231822087265,-0.4812876880726273,1.6154222935353402,1.5154296526556386,0.39323058863134336,-1.227618716318365,-0.7983871620362766,-0.7983871620364842,0.7687578554662761,1.0145475875014325,1.3964663563776116,-1.227618716318365,0.9946854268760552,0.9998028955136725,1.005602370455623,-1.3754200769387055,1.798573164325978,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
-1.7317390477753645,-0.9779107403601459,-0.9257160458456073,-0.029299053670632805,0.12149832280558856,0.39323058863134336,-1.227618716318365,0.8967375046986178,0.8967375046985147,0.7687578554662761,0.42842908112288985,-0.08373245276106359,-1.227618716318365,-0.9998004084663028,0.9998028955136725,1.005602370455623,1.1113011643154729,0.08544116455510992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
-1.7316697657420486,-0.7398599306049424,1.5906725835783528,0.5311641062174297,-0.640165463578056,-1.0352350272819721,0.5141333951384147,0.16467202543584875,0.16467202543521478,-1.300799715917658,1.3090427282199524,0.8268263269801165,0.5141333951384147,0.9946854268760552,-0.9994208153315507,-0.9951789915240166,-1.3754200769387055,-0.35923971701585294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False
-1.7316004837087324,-0.05789027168081127,0.019041493045617145,1.32077518143627,1.164833496735934,-1.0352350272819721,1.2344450721713767,0.6574860033802022,0.6574860033798543,0.7687578554662761,-1.5876232976261944,-1.3337760370692722,1.2344450721713767,-0.5026715565760485,-1.2244599239047882,0.714247945140384,1.38198580526458,1.3716622774524327,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
-1.7315312016754172,0.6777621240489629,-0.011753264009996869,0.41387411157938975,0.36102135980908917,1.5053462974670926,-1.0817975531983626,-0.35434989603809725,-0.3543498960386569,0.7687578554662761,-1.5876232976261944,-0.19745981828015113,-1.0817975531983626,0.9946854268760552,1.2240795110805598,0.714247945140384,-1.3754200769387055,0.42887615488202935,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
-1.7314619196421017,-1.6109570254784522,0.858585538807069,0.6201830806579786,0.3275504469871022,1.5053462974670926,-0.3543241510044865,0.3541855636694468,0.3541855636688856,0.7687578554662761,0.13710429956836287,-0.6521779696510523,-0.3543241510044865,-1.4961434715136266,0.999802895513673,-0.9951789915240157,0.010373520271479605,0.39094069467691556,1.0,0.0,1.0,1.0,0.0,0.0,1.0,False
-1.731392637608786,-1.381929328412725,0.013959739947813795,-0.31485671111679,-0.06931035406531744,-1.0352350272819721,0.5141333951384147,0.8781620247681602,0.8781620247680357,0.7687578554662761,-0.4416323001002561,-0.08373245276106359,0.5141333951384147,-1.4961434715136266,-0.9994208153315507,-0.9951789915240166,0.010373520271479605,-0.2771573278709507,0.0,1.0,0.0,1.0,0.0,0.0,1.0,False
